order_id,store_id,customer_id,order_date,order_amount
2594,95,1518,2023-10-15,926.25
2595,34,2026,2023-10-29,496.14
2596,99,1198,2023-08-10,394.87
2597,8,245,2023-10-17,704.34
2598,8,688,2023-04-08,7.79
2599,49,485,2023-12-18,199.11
2600,47,151,2023-02-26,414.52
2601,20,1232,2023-08-08,185.64
2602,4,2087,2023-07-14,176.19
2603,120,911,2023-07-28,871.59
2604,112,1406,2023-05-22,52.39
2605,16,1478,2023-03-21,477.95
2606,78,553,2023-07-15,777.6
2607,115,812,2023-09-16,889.45
2608,68,147,2023-04-23,303.83
2609,66,472,2023-07-16,846.92
2610,3,682,2023-10-30,925.04
2611,82,285,2023-05-25,926.46
2612,36,1104,2023-03-30,755.62
2613,32,1284,2023-11-01,142.47
2614,30,2338,2023-06-18,421.72
2615,10,2476,2023-04-25,616.16
2616,28,1493,2023-04-21,207.53
2617,78,1643,2023-12-24,661.14
2618,49,225,2023-03-08,919.78
2619,17,1533,2023-12-10,581.9
2620,16,1563,2023-08-02,329.49
2621,2,1693,2023-04-08,241.82
2622,4,624,2023-01-11,701.46
2623,119,1109,2023-07-08,217.91
2624,116,76,2023-03-21,717.09
2625,33,1607,2023-12-05,995.2
2626,39,2163,2023-09-05,374.29
2627,21,1519,2023-08-30,286.84
2628,39,582,2023-09-06,61.96
2629,61,631,2023-01-15,383.18
2630,40,354,2023-04-16,177.6
2631,36,365,2023-03-04,934.55
2632,12,1807,2023-12-28,934.61
2633,17,1841,2023-03-03,209.99
2634,82,2294,2023-09-04,28.89
2635,13,2182,2023-09-05,296.38
2636,70,1956,2023-10-20,998.38
2637,75,966,2023-10-11,396.58
2638,38,396,2023-09-12,536.92
2639,9,547,2023-02-14,589.24
2640,10,121,2023-10-06,698.24
2641,7,2320,2023-01-01,734.21
2642,29,1999,2023-02-21,962.26
2643,80,1013,2023-07-18,493.81
2644,33,1317,2023-12-22,134.8
2645,16,618,2023-01-16,72.93
2646,70,603,2023-05-07,400.49
2647,28,1537,2023-07-23,200.18
2648,57,707,2023-04-17,418.36
2649,67,367,2023-09-01,655.45
2650,96,1060,2023-05-28,394.87
2651,99,1156,2023-07-20,315.83
2652,13,1595,2023-06-30,262.74
2653,34,717,2023-10-11,734.73
2654,1,1170,2023-02-16,62.01
2655,11,1505,2023-11-07,548.58
2656,102,452,2023-04-29,855.14
2657,107,1434,2023-10-11,120.55
2658,120,151,2023-12-11,682.47
2659,29,181,2023-05-04,52.35
2660,17,1170,2023-06-13,585.97
2661,104,2320,2023-12-02,871.69
2662,79,1838,2023-11-29,257.9
2663,39,1124,2023-11-23,622.42
2664,113,1309,2023-07-26,486.53
2665,38,1677,2023-06-12,638.86
2666,82,1702,2023-05-23,30.13
2667,19,280,2023-05-22,335.1
2668,78,1542,2023-05-24,540.97
2669,20,2055,2023-03-06,356.65
2670,43,1450,2023-02-19,405.79
2671,1,1788,2023-01-18,630.27
2672,1,1461,2023-02-02,847.79
2673,47,2306,2023-02-08,952.66
2674,94,1605,2023-12-03,153.06
2675,35,611,2023-10-06,943.26
2676,117,1016,2023-11-19,721.22
2677,38,457,2023-03-05,642.28
2678,19,1645,2023-08-27,787.53
2679,104,298,2023-09-12,282.25
2680,91,2200,2023-11-25,152.57
2681,17,949,2023-01-18,962.23
2682,46,70,2023-12-23,834.94
2683,99,1934,2023-01-04,709.26
2684,71,1221,2023-01-30,260.4
2685,118,1638,2023-05-14,934.37
2686,36,1084,2023-11-05,515.44
2687,27,1011,2023-02-21,896.45
2688,60,2311,2023-06-19,273.71
2689,1,1960,2023-01-18,365.34
2690,101,2061,2023-07-27,912.59
2691,1,1450,2023-05-20,900.49
2692,55,1791,2023-01-21,178.3
2693,69,2294,2023-03-19,234.15
2694,93,2257,2023-07-20,785.44
2695,76,2185,2023-02-14,129.85
2696,77,1359,2023-11-17,910.84
2697,16,2002,2023-01-07,141.94
2698,71,517,2023-06-07,477.53
2699,44,467,2023-11-03,617.77
2700,37,92,2023-06-02,128.95
2701,61,329,2023-09-26,852.27
2702,109,2074,2023-05-31,429.61
2703,44,1683,2023-03-08,808.96
2704,54,1183,2023-09-04,382.08
2705,92,1776,2023-12-25,540.42
2706,62,2332,2023-01-31,413.79
2707,27,428,2023-05-25,150.78
2708,38,1062,2023-08-29,80.89
2709,104,2356,2023-07-30,465.34
2710,98,2200,2023-07-03,66.8
2711,100,235,2023-05-07,196.41
2712,27,1774,2023-01-17,359.32
2713,15,2088,2023-01-06,45.98
2714,62,437,2023-07-29,713.62
2715,117,2458,2023-12-10,484.46
2716,120,1082,2023-12-25,859.87
2717,59,689,2023-05-29,533.23
2718,98,117,2023-07-05,511.79
2719,2,1400,2023-05-20,392.17
2720,15,1694,2023-06-12,761.9
2721,82,1917,2023-12-02,397.2
2722,107,1581,2023-03-12,541.43
2723,100,1389,2023-03-25,991.53
2724,63,10,2023-03-24,268.3
2725,85,693,2023-06-03,403.35
2726,2,1997,2023-11-28,681.19
2727,94,1854,2023-06-05,116.45
2728,34,1117,2023-08-29,114.41
2729,64,1512,2023-06-24,91.95
2730,66,251,2023-07-23,937.3
2731,106,838,2023-07-12,792.02
2732,77,2266,2023-03-22,142.38
2733,67,1998,2023-12-22,113.19
2734,44,342,2023-02-03,356.07
2735,40,2168,2023-05-18,185.08
2736,53,2273,2023-03-16,654.74
2737,83,1344,2023-01-18,456.26
2738,107,2165,2023-10-16,553.83
2739,100,70,2023-04-18,999.56
2740,26,246,2023-11-12,298.51
2741,96,2048,2023-05-20,994.62
2742,6,2038,2023-02-27,200.49
2743,46,2434,2023-07-15,250.17
2744,86,853,2023-02-10,513.75
2745,120,1618,2023-05-01,807.78
2746,52,1881,2023-08-12,149.75
2747,49,258,2023-11-06,465.65
2748,5,2492,2023-08-29,407.45
2749,28,531,2023-07-13,559.59
2750,57,675,2023-02-22,280.93
2751,10,1054,2023-09-23,93.12
2752,67,2195,2023-02-06,443.18
2753,35,1172,2023-04-12,280.4
2754,22,1717,2023-07-03,202.63
2755,38,563,2023-06-29,354.71
2756,67,504,2023-11-28,162.12
2757,29,2284,2023-03-18,132.97
2758,12,2395,2023-01-07,443.46
2759,67,94,2023-05-18,633.12
2760,82,776,2023-04-01,463.06
2761,33,2097,2023-09-21,448.19
2762,52,385,2023-09-05,637.12
2763,38,1658,2023-10-17,137.72
2764,120,2071,2023-06-09,243.29
2765,43,1783,2023-09-18,113.35
2766,23,1719,2023-05-25,330.26
2767,30,2076,2023-04-05,720.07
2768,28,681,2023-09-07,908.34
2769,36,1837,2023-05-01,167.89
2770,78,1536,2023-08-31,829.41
2771,92,1311,2023-07-07,609.45
2772,24,970,2023-05-19,946.22
2773,50,560,2023-06-14,72.44
2774,2,2456,2023-04-22,662.57
2775,54,1651,2023-08-24,777.0
2776,16,475,2023-05-21,337.33
2777,24,1568,2023-02-13,186.64
2778,33,196,2023-09-26,397.13
2779,41,49,2023-09-06,83.0
2780,95,2099,2023-07-15,563.64
2781,27,1948,2023-03-11,950.51
2782,39,2106,2023-07-19,376.13
2783,62,1110,2023-08-27,826.72
2784,8,1187,2023-03-17,371.65
2785,86,1640,2023-10-01,359.6
2786,106,906,2023-05-13,761.19
2787,94,1860,2023-07-15,763.18
2788,88,1790,2023-12-31,155.32
2789,71,476,2023-10-12,757.42
2790,115,1881,2023-03-25,209.73
2791,61,1217,2023-11-02,660.98
2792,50,1260,2023-02-28,835.04
2793,44,2472,2023-03-30,246.37
2794,49,855,2023-12-03,903.88
2795,110,2190,2023-04-19,373.84
2796,92,591,2023-12-03,560.72
2797,2,2121,2023-09-24,695.79
2798,103,2330,2023-05-07,766.61
2799,111,1144,2023-08-16,406.55
2800,90,1776,2023-11-23,364.77
2801,81,1198,2023-06-25,124.92
2802,102,1157,2023-09-01,576.47
2803,13,1129,2023-11-26,589.16
2804,103,1802,2023-05-29,564.76
2805,30,2398,2023-11-17,425.95
2806,6,2417,2023-09-22,170.93
2807,56,30,2023-09-15,473.85
2808,105,554,2023-01-30,152.85
2809,32,1152,2023-06-29,718.48
2810,23,2175,2023-06-15,783.21
2811,54,2018,2023-06-01,905.25
2812,63,383,2023-03-04,862.34
2813,27,1405,2023-08-04,94.9
2814,81,1193,2023-12-09,137.43
2815,67,2045,2023-02-24,924.2
2816,103,1643,2023-02-08,316.78
2817,60,2069,2023-12-16,417.14
2818,31,1083,2023-10-16,564.38
2819,112,2410,2023-07-14,210.81
2820,82,2176,2023-05-06,41.5
2821,112,959,2023-12-29,402.39
2822,99,1022,2023-06-07,822.97
2823,22,2190,2023-11-06,494.53
2824,3,2358,2023-01-29,61.73
2825,106,917,2023-09-20,753.85
2826,57,1623,2023-06-27,994.33
2827,49,983,2023-11-15,531.17
2828,28,966,2023-07-13,301.68
2829,11,2129,2023-02-04,784.44
2830,61,1502,2023-08-05,370.79
2831,102,773,2023-03-22,480.53
2832,5,305,2023-08-05,7.37
2833,108,1236,2023-11-27,748.61
2834,77,606,2023-03-31,577.03
2835,66,725,2023-11-17,739.57
2836,54,76,2023-05-25,153.32
2837,104,745,2023-04-29,138.88
2838,36,1536,2023-08-20,185.63
2839,25,1236,2023-02-12,212.38
2840,27,1794,2023-02-07,357.99
2841,66,2490,2023-03-05,822.78
2842,94,42,2023-12-23,148.95
2843,88,1243,2023-09-03,456.43
2844,100,1739,2023-10-28,295.25
2845,5,848,2023-05-20,236.08
2846,7,190,2023-03-23,111.46
2847,37,1930,2023-02-20,382.64
2848,91,2228,2023-02-05,740.61
2849,114,301,2023-12-28,265.61
2850,114,1184,2023-02-05,996.17
2851,120,105,2023-09-15,484.78
2852,73,1074,2023-04-06,738.25
2853,76,2222,2023-09-10,268.84
2854,39,1666,2023-02-08,532.66
2855,67,1410,2023-09-21,222.66
2856,17,1164,2023-08-18,569.61
2857,79,1055,2023-09-04,306.25
2858,8,1982,2023-03-27,400.8
2859,30,1614,2023-01-06,447.03
2860,35,2474,2023-11-28,936.5
2861,104,1019,2023-04-18,947.07
2862,35,1633,2023-02-18,609.12
2863,64,308,2023-06-17,137.65
2864,51,1010,2023-06-13,873.84
2865,90,1207,2023-02-20,280.19
2866,74,1190,2023-04-06,478.75
2867,109,399,2023-07-10,82.43
2868,27,928,2023-05-26,914.63
2869,35,568,2023-08-23,355.18
2870,85,553,2023-08-24,872.46
2871,97,1368,2023-03-18,269.81
2872,69,2273,2023-05-08,928.24
2873,54,444,2023-09-08,937.98
2874,37,398,2023-07-15,666.27
2875,18,1958,2023-08-07,374.93
2876,25,769,2023-08-11,732.45
2877,56,1131,2023-08-16,824.66
2878,48,1404,2023-07-09,87.49
2879,4,1375,2023-11-21,407.27
2880,59,310,2023-02-27,394.07
2881,112,673,2023-05-05,979.03
2882,61,1447,2023-09-27,413.33
2883,54,2221,2023-05-05,562.98
2884,40,2141,2023-04-04,527.33
2885,110,1996,2023-02-23,161.23
2886,85,728,2023-05-28,104.68
2887,89,325,2023-10-05,104.36
2888,52,444,2023-09-23,598.0
2889,113,1322,2023-08-25,740.6
2890,63,386,2023-03-20,550.49
2891,98,2276,2023-08-14,46.67
2892,91,979,2023-07-23,129.68
2893,41,2168,2023-06-20,81.04
2894,109,889,2023-10-07,850.61
2895,28,171,2023-03-25,335.82
2896,3,697,2023-07-22,995.49
2897,4,1436,2023-07-26,306.52
2898,73,472,2023-07-18,895.39
2899,38,1799,2023-03-07,10.85
2900,70,1283,2023-08-14,392.52
2901,10,533,2023-10-13,456.86
2902,83,1155,2023-02-11,833.14
2903,97,2499,2023-10-23,138.34
2904,103,1643,2023-12-02,989.4
2905,37,1464,2023-12-21,559.72
2906,17,2188,2023-08-23,963.25
2907,49,266,2023-07-06,539.85
2908,30,2138,2023-10-13,506.78
2909,92,353,2023-12-09,323.8
2910,26,1510,2023-03-10,236.47
2911,23,2002,2023-05-03,91.73
2912,75,552,2023-03-31,650.24
2913,80,351,2023-09-16,606.82
2914,117,2018,2023-11-28,810.36
2915,112,2076,2023-02-01,627.66
2916,3,986,2023-01-06,383.73
2917,112,1713,2023-06-12,418.36
2918,72,1279,2023-11-27,341.82
2919,77,1910,2023-06-18,802.73
2920,2,2273,2023-06-22,11.24
2921,76,1713,2023-09-10,411.08
2922,116,1083,2023-04-01,386.26
2923,95,1141,2023-04-01,191.64
2924,52,1753,2023-11-02,584.98
2925,93,2235,2023-06-21,268.51
2926,94,2408,2023-06-03,52.48
2927,16,679,2023-06-07,151.73
2928,1,2053,2023-10-15,451.89
2929,35,323,2023-09-18,785.43
2930,12,2148,2023-04-28,291.4
2931,104,617,2023-09-30,711.35
2932,65,1521,2023-09-09,272.57
2933,39,377,2023-07-20,696.29
2934,113,1395,2023-04-01,494.33
2935,69,568,2023-02-04,26.22
2936,68,2385,2023-05-30,140.42
2937,39,733,2023-06-06,297.67
2938,112,1091,2023-10-28,478.92
2939,105,1993,2023-02-07,647.47
2940,82,156,2023-10-12,191.99
2941,88,599,2023-01-04,554.52
2942,63,820,2023-11-20,364.59
2943,80,1292,2023-06-28,974.35
2944,36,482,2023-03-07,106.46
2945,64,2283,2023-10-22,864.96
2946,70,585,2023-01-30,220.26
2947,25,1554,2023-07-21,357.64
2948,68,709,2023-09-25,748.47
2949,87,745,2023-12-06,30.37
2950,10,2375,2023-01-06,232.0
2951,62,2020,2023-04-18,713.79
2952,65,2226,2023-01-23,521.56
2953,36,1961,2023-04-13,941.07
2954,58,665,2023-04-26,718.71
2955,4,1872,2023-05-21,810.85
2956,74,1346,2023-05-12,957.34
2957,120,646,2023-10-09,152.4
2958,39,963,2023-12-10,67.73
2959,37,333,2023-09-06,209.58
2960,71,1951,2023-01-11,397.4
2961,85,1883,2023-04-02,981.95
2962,97,1081,2023-08-08,356.06
2963,51,2075,2023-05-15,289.75
2964,39,247,2023-11-02,919.57
2965,92,1020,2023-04-18,737.0
2966,5,2083,2023-06-20,693.58
2967,67,1911,2023-02-21,569.62
2968,109,926,2023-10-05,42.71
2969,54,263,2023-12-10,265.91
2970,107,866,2023-07-09,151.98
2971,13,1743,2023-10-25,910.03
2972,42,1613,2023-11-02,84.84
2973,114,448,2023-06-22,301.22
2974,41,439,2023-06-25,71.06
2975,40,2298,2023-04-07,571.32
2976,36,235,2023-12-21,608.08
2977,42,964,2023-03-18,117.95
2978,57,1023,2023-03-01,90.91
2979,46,1390,2023-07-18,722.77
2980,104,1889,2023-04-24,687.52
2981,64,1167,2023-12-08,242.19
2982,38,2281,2023-08-25,155.2
2983,106,2108,2023-08-17,615.06
2984,57,52,2023-05-03,444.76
2985,18,2178,2023-01-23,448.86
2986,73,814,2023-01-17,540.84
2987,35,2087,2023-11-19,893.58
2988,69,776,2023-07-31,35.09
2989,1,2421,2023-08-19,523.86
2990,75,1660,2023-01-17,7.27
2991,18,1341,2023-10-11,833.99
2992,75,1595,2023-09-08,109.26
2993,106,551,2023-08-18,975.88
2994,74,1299,2023-01-27,131.54
2995,34,1673,2023-03-11,847.41
2996,92,1216,2023-04-30,458.78
2997,6,1121,2023-07-18,996.94
2998,109,2412,2023-07-25,751.21
2999,53,2368,2023-03-11,743.45
3000,55,1050,2023-09-10,391.77
3001,112,1025,2023-05-05,937.45
3002,29,197,2023-08-10,40.75
3003,9,2124,2023-07-28,880.81
3004,99,867,2023-07-25,265.51
3005,69,2266,2023-06-22,221.08
3006,99,664,2023-03-05,466.83
3007,65,1378,2023-04-17,964.53
3008,6,1775,2023-10-05,490.48
3009,107,479,2023-04-15,591.52
3010,23,1563,2023-01-15,382.67
3011,108,2193,2023-01-14,641.21
3012,48,1852,2023-12-17,358.09
3013,40,1574,2023-05-20,695.78
3014,68,1540,2023-03-24,375.55
3015,27,2291,2023-04-23,485.61
3016,119,653,2023-02-16,170.94
3017,29,1915,2023-09-26,506.43
3018,81,767,2023-04-21,282.98
3019,1,1468,2023-10-23,589.1
3020,65,1213,2023-11-20,201.72
3021,79,1227,2023-08-15,592.1
3022,77,1068,2023-02-10,409.1
3023,101,1080,2023-09-01,186.32
3024,44,30,2023-04-24,125.44
3025,20,1738,2023-07-14,465.19
3026,35,1995,2023-10-01,485.33
3027,69,485,2023-07-18,43.18
3028,24,332,2023-12-29,894.78
3029,32,586,2023-11-10,288.46
3030,46,2384,2023-08-18,408.58
3031,45,1379,2023-08-19,398.37
3032,103,2397,2023-06-28,874.41
3033,2,290,2023-06-21,457.41
3034,102,1209,2023-12-20,928.4
3035,57,962,2023-06-15,30.88
3036,59,541,2023-09-08,870.83
3037,47,467,2023-02-27,902.31
3038,53,452,2023-11-07,668.24
3039,82,357,2023-02-17,263.76
3040,27,1452,2023-05-01,233.61
3041,100,44,2023-11-05,303.45
3042,113,1626,2023-10-29,669.43
3043,21,2338,2023-02-03,373.09
3044,32,94,2023-03-01,483.28
3045,87,2436,2023-04-19,703.95
3046,98,69,2023-11-27,242.92
3047,61,681,2023-06-15,441.16
3048,87,1378,2023-11-07,308.14
3049,50,964,2023-08-26,288.22
3050,109,1095,2023-02-28,774.19
3051,4,593,2023-02-14,145.2
3052,91,629,2023-04-13,938.38
3053,43,2237,2023-06-07,147.4
3054,10,1248,2023-11-20,27.02
3055,86,1035,2023-04-18,71.21
3056,33,2386,2023-01-16,983.96
3057,113,1898,2023-06-13,20.23
3058,73,582,2023-11-18,907.98
3059,54,484,2023-09-21,436.47
3060,44,33,2023-03-27,839.08
3061,98,1724,2023-12-04,128.83
3062,6,2163,2023-08-03,891.84
3063,79,1758,2023-08-21,73.82
3064,7,2315,2023-08-01,838.34
3065,96,1785,2023-11-15,690.16
3066,72,2391,2023-05-29,473.1
3067,54,2258,2023-07-29,931.61
3068,30,1660,2023-06-01,757.53
3069,23,252,2023-01-11,745.71
3070,108,1140,2023-10-17,546.94
3071,24,408,2023-11-23,108.18
3072,50,1861,2023-06-30,641.61
3073,21,1818,2023-10-22,197.96
3074,84,1440,2023-04-28,99.27
3075,27,221,2023-12-17,678.39
3076,59,605,2023-12-31,95.41
3077,38,899,2023-07-02,538.36
3078,53,1433,2023-02-10,510.95
3079,92,174,2023-07-08,423.14
3080,107,6,2023-12-13,681.25
3081,63,1360,2023-08-21,29.9
3082,20,1666,2023-06-26,985.3
3083,87,364,2023-11-01,14.69
3084,90,2389,2023-07-23,788.29
3085,33,1797,2023-07-29,218.23
3086,110,1125,2023-09-08,261.64
3087,66,857,2023-12-06,799.99
3088,82,2381,2023-01-17,69.74
3089,72,1823,2023-06-15,682.48
3090,8,959,2023-03-16,854.69
3091,49,870,2023-03-09,205.03
3092,78,2473,2023-01-14,646.24
3093,30,21,2023-02-11,379.36
3094,82,2227,2023-03-20,139.54
3095,103,1569,2023-05-30,12.87
3096,6,1039,2023-07-04,899.89
3097,86,601,2023-03-06,969.61
3098,84,1507,2023-12-20,602.58
3099,101,1469,2023-04-26,896.15
3100,119,20,2023-07-05,609.66
3101,11,1414,2023-01-21,749.5
3102,56,1474,2023-04-06,401.19
3103,117,2311,2023-04-02,409.43
3104,81,1506,2023-07-23,199.99
3105,97,1545,2023-11-16,379.06
3106,103,2344,2023-09-02,294.01
3107,21,1645,2023-12-30,348.2
3108,50,2171,2023-12-08,92.74
3109,9,1779,2023-03-28,858.41
3110,49,2273,2023-09-02,457.51
3111,4,305,2023-07-20,523.92
3112,101,2277,2023-06-07,571.57
3113,60,2187,2023-07-20,33.81
3114,65,2157,2023-11-15,137.66
3115,37,2328,2023-06-20,110.16
3116,88,696,2023-11-05,114.44
3117,14,2394,2023-03-09,596.04
3118,79,2360,2023-02-27,69.29
3119,104,1206,2023-04-06,714.67
3120,114,2193,2023-05-08,998.94
3121,3,1703,2023-10-19,74.5
3122,17,174,2023-08-17,289.54
3123,20,2007,2023-07-11,282.76
3124,55,752,2023-12-06,685.02
3125,78,555,2023-09-04,26.79
3126,14,221,2023-06-25,199.23
3127,107,60,2023-03-02,628.48
3128,109,1306,2023-02-10,449.27
3129,56,448,2023-10-14,638.54
3130,31,2354,2023-08-15,778.48
3131,29,946,2023-04-13,263.54
3132,27,1222,2023-06-20,914.63
3133,97,1095,2023-03-15,578.56
3134,47,1971,2023-07-17,303.31
3135,72,1676,2023-08-13,276.51
3136,56,2407,2023-04-06,854.84
3137,39,2119,2023-09-23,838.4
3138,79,843,2023-07-09,459.89
3139,89,1046,2023-08-03,499.49
3140,29,658,2023-04-17,473.27
3141,12,1379,2023-04-18,750.34
3142,29,2422,2023-12-14,468.37
3143,75,1456,2023-07-26,828.71
3144,18,1887,2023-01-20,418.97
3145,81,324,2023-06-24,694.03
3146,20,1996,2023-03-04,885.25
3147,77,2147,2023-09-19,244.59
3148,119,1778,2023-11-08,73.05
3149,80,1608,2023-08-08,708.18
3150,35,2131,2023-08-08,58.96
3151,59,2170,2023-01-17,873.05
3152,115,1222,2023-07-25,216.56
3153,73,1215,2023-11-05,804.57
3154,33,286,2023-09-19,747.21
3155,18,1637,2023-03-24,77.52
3156,22,1935,2023-02-25,870.21
3157,107,1854,2023-07-04,318.44
3158,22,1799,2023-03-12,170.64
3159,42,261,2023-10-18,759.83
3160,95,489,2023-07-05,772.41
3161,119,1597,2023-06-20,452.91
3162,99,608,2023-10-25,493.57
3163,1,1646,2023-02-28,120.2
3164,68,2314,2023-01-24,947.39
3165,47,1153,2023-04-22,453.72
3166,119,1387,2023-05-22,712.92
3167,109,1405,2023-05-16,927.97
3168,9,2237,2023-04-15,843.12
3169,4,913,2023-04-05,654.34
3170,71,1288,2023-09-16,44.06
3171,108,28,2023-07-01,362.58
3172,41,1021,2023-03-21,720.62
3173,95,423,2023-03-31,49.45
3174,49,1144,2023-10-07,65.03
3175,19,1068,2023-05-08,44.1
3176,68,1374,2023-07-30,863.27
3177,30,1862,2023-01-29,643.89
3178,7,285,2023-08-26,647.1
3179,5,1814,2023-10-30,984.61
3180,120,421,2023-01-11,975.46
3181,120,543,2023-04-07,508.64
3182,68,1024,2023-08-14,55.58
3183,3,2477,2023-03-20,513.68
3184,77,2294,2023-01-18,784.08
3185,45,2119,2023-05-02,498.92
3186,14,347,2023-09-28,954.26
3187,112,92,2023-02-12,982.5
3188,77,743,2023-07-21,234.15
3189,19,1066,2023-04-08,573.65
3190,64,1448,2023-03-26,448.6
3191,17,2146,2023-11-10,49.43
3192,91,2218,2023-04-07,546.09
3193,119,1894,2023-02-26,51.96
3194,116,57,2023-12-04,882.92
3195,118,2332,2023-04-01,867.91
3196,39,2080,2023-10-22,766.63
3197,72,561,2023-01-31,462.23
3198,73,366,2023-11-04,157.38
3199,33,2229,2023-10-12,397.77
3200,49,1155,2023-09-16,325.03
3201,30,2429,2023-08-26,832.42
3202,12,731,2023-05-17,822.85
3203,56,2265,2023-11-25,677.99
3204,87,1866,2023-04-23,371.04
3205,5,1454,2023-05-12,833.89
3206,29,1798,2023-01-07,641.97
3207,45,150,2023-11-30,258.73
3208,56,695,2023-04-30,726.65
3209,111,1873,2023-03-18,537.27
3210,41,14,2023-08-08,716.74
3211,2,329,2023-08-14,433.83
3212,70,1287,2023-04-17,647.08
3213,48,1289,2023-12-10,201.12
3214,13,236,2023-04-05,198.52
3215,90,1457,2023-08-18,47.53
3216,39,404,2023-07-04,343.31
3217,60,1352,2023-02-07,909.35
3218,60,1527,2023-04-14,840.24
3219,57,910,2023-06-08,593.48
3220,110,882,2023-04-10,348.25
3221,48,975,2023-09-24,49.64
3222,118,751,2023-09-10,431.41
3223,40,1401,2023-05-27,627.83
3224,2,706,2023-04-22,942.83
3225,66,417,2023-12-05,49.67
3226,42,588,2023-07-18,760.56
3227,97,658,2023-08-05,383.86
3228,28,994,2023-03-17,771.76
3229,76,1468,2023-02-06,412.97
3230,79,40,2023-09-04,818.65
3231,27,748,2023-07-18,779.76
3232,87,2315,2023-12-03,131.56
3233,39,1832,2023-08-12,739.72
3234,51,2451,2023-05-17,215.81
3235,54,277,2023-02-03,718.79
3236,67,10,2023-03-12,373.58
3237,116,1882,2023-03-31,397.47
3238,89,260,2023-09-18,513.22
3239,93,35,2023-02-22,400.57
3240,11,2168,2023-08-18,305.69
3241,41,1936,2023-05-24,325.78
3242,88,374,2023-03-02,885.09
3243,91,1212,2023-12-27,399.84
3244,37,1254,2023-08-21,264.84
3245,17,2399,2023-09-17,633.59
3246,115,77,2023-02-22,287.79
3247,72,1591,2023-03-13,514.81
3248,31,2397,2023-06-20,419.15
3249,59,211,2023-11-16,671.47
3250,94,803,2023-10-02,515.79
3251,86,1297,2023-06-06,232.49
3252,115,1201,2023-03-25,288.96
3253,29,2226,2023-04-28,464.38
3254,53,729,2023-11-19,413.16
3255,5,782,2023-10-11,488.56
3256,79,2267,2023-04-04,958.66
3257,60,2326,2023-07-07,434.21
3258,88,665,2023-12-11,491.25
3259,36,37,2023-08-30,208.82
3260,25,2006,2023-11-12,485.03
3261,24,1724,2023-01-17,215.94
3262,44,1027,2023-10-03,277.2
3263,49,92,2023-02-25,864.46
3264,95,785,2023-02-15,336.83
3265,109,75,2023-06-26,5.75
3266,80,1791,2023-01-11,956.99
3267,96,1243,2023-03-08,650.7
3268,17,1012,2023-02-07,370.75
3269,82,237,2023-11-30,448.48
3270,67,1001,2023-02-05,877.45
3271,109,1193,2023-02-09,315.94
3272,59,1152,2023-01-02,835.2
3273,103,1857,2023-12-12,287.12
3274,10,539,2023-10-24,706.54
3275,58,168,2023-10-28,572.67
3276,10,155,2023-09-20,784.41
3277,52,2324,2023-01-15,487.96
3278,115,1385,2023-08-09,123.82
3279,92,1933,2023-02-17,718.84
3280,17,643,2023-09-15,41.45
3281,9,2099,2023-07-23,112.85
3282,92,1079,2023-03-25,605.01
3283,109,602,2023-08-05,84.47
3284,14,183,2023-02-14,921.69
3285,32,328,2023-05-16,370.53
3286,67,447,2023-04-28,801.48
3287,1,2354,2023-09-04,652.34
3288,83,2399,2023-01-21,543.75
3289,57,638,2023-03-05,634.31
3290,59,1045,2023-01-23,454.34
3291,59,602,2023-07-12,248.15
3292,21,1609,2023-03-14,528.95
3293,74,819,2023-10-06,141.9
3294,67,745,2023-03-28,505.26
3295,56,712,2023-09-10,339.29
3296,9,704,2023-03-30,157.87
3297,79,1289,2023-02-02,715.99
3298,6,548,2023-03-16,744.79
3299,75,2328,2023-12-21,606.9
3300,106,574,2023-08-02,968.32
3301,19,1298,2023-04-22,108.87
3302,25,2398,2023-06-01,403.87
3303,82,1183,2023-07-21,820.4
3304,22,930,2023-06-02,225.39
3305,72,1140,2023-08-15,105.44
3306,9,1963,2023-09-23,629.61
3307,21,1609,2023-08-19,137.6
3308,84,2041,2023-09-08,610.68
3309,19,1743,2023-04-12,429.28
3310,86,914,2023-06-06,740.81
3311,117,312,2023-11-27,547.57
3312,77,2012,2023-05-10,263.66
3313,7,1794,2023-03-17,914.6
3314,2,2197,2023-02-16,471.44
3315,62,720,2023-01-18,901.35
3316,55,1538,2023-01-03,195.65
3317,84,1436,2023-09-29,985.7
3318,98,433,2023-10-02,172.61
3319,107,1182,2023-03-03,878.68
3320,102,925,2023-11-26,272.67
3321,26,2355,2023-07-21,531.36
3322,26,2041,2023-10-10,120.31
3323,96,968,2023-09-26,568.5
3324,13,1131,2023-06-30,187.05
3325,48,2432,2023-06-07,79.64
3326,92,2409,2023-06-24,967.84
3327,14,1156,2023-04-27,80.1
3328,73,910,2023-07-07,30.23
3329,86,1204,2023-12-25,227.33
3330,75,1273,2023-02-23,197.8
3331,115,2373,2023-12-25,710.97
3332,3,1277,2023-07-16,248.86
3333,101,1108,2023-12-24,641.68
3334,35,500,2023-03-02,636.06
3335,60,2027,2023-07-01,242.13
3336,106,308,2023-04-10,992.34
3337,112,2287,2023-05-02,338.33
3338,7,2019,2023-08-17,317.25
3339,45,341,2023-05-25,656.48
3340,2,2117,2023-06-24,869.96
3341,120,184,2023-04-26,351.46
3342,96,1026,2023-06-20,499.97
3343,6,644,2023-02-28,844.49
